ID,Gender,FTE,Emp Type,Department,Branch,Salary,Leave Balance,Date of Join,Date of Birth,Tenure,Tenure Group,Age
EMP2582,FEMALE,1,Permanent,Gamma,Chocolatiers,"$80,160 ",18,4-Jun-21,7-Aug-71,4.95,4. 2 or more years.,54.81
EMP4721,FEMALE,1,Permanent,Alpha,Recipe Makers,"$74,985 ",8,23-Nov-21,2-Jun-88,4.48,4. 2 or more years.,37.98
EMP7094,FEMALE,1,Permanent,Gamma,Powders,"$70,980 ",5,15-Mar-22,26-Sep-84,4.18,4. 2 or more years.,41.67
EMP14351,FEMALE,1,Permanent,Zeta,Services,"$69,165 ",19,17-Jun-22,14-Dec-87,3.92,4. 2 or more years.,38.45
EMP26741,FEMALE,1,Other,Beta,Legal,"$62,805 ",13,1-Aug-22,19-Dec-19,3.79,4. 2 or more years.,106.48
EMP6887,FEMALE,1,Permanent,Alpha,Recipe Makers,"$88,650 ",9,10-Mar-22,26-Mar-83,4.19,4. 2 or more years.,43.17
EMP20696,FEMALE,1,Permanent,Delta,Fruits & Vegetables,"$59,000 ",20,21-Sep-21,8-Jul-58,4.65,4. 2 or more years.,67.9
EMP16070,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$76,620 ",17,29-Jun-22,15-Nov-19,3.88,4. 2 or more years.,106.58
EMP4473,FEMALE,0.8,Permanent,Alpha,Cocoa Sales,"$48,230 ",11,4-Nov-21,12-Oct-81,4.53,4. 2 or more years.,44.62
EMP9758,MALE  ,1,Permanent,Beta,Legal,"$90,390 ",13,5-May-22,22-Jan-58,4.04,4. 2 or more years.,68.36
EMP14596,FEMALE,0.75,Permanent,Beta,Human Resources,"$85,820 ",21,21-Jun-22,20-Apr-87,3.91,4. 2 or more years.,39.1
EMP10797,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$93,445 ",8,17-May-22,22-Feb-91,4,4. 2 or more years.,35.25
EMP11786,MALE  ,1,Permanent,Gamma,Game Development,"$83,755 ",9,27-May-22,3-Oct-59,3.98,4. 2 or more years.,66.67
EMP6377,MALE  ,1,Permanent,Beta,Human Resources,"$50,315 ",18,25-Feb-22,18-Jan-83,4.22,4. 2 or more years.,43.36
EMP21009,MALE  ,0.8,Permanent,Gamma,Cake Design,"$72,740 ",11,12-Apr-21,21-Sep-44,5.1,4. 2 or more years.,81.71
EMP20036,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$64,185 ",10,28-Jul-22,28-Nov-19,3.81,4. 2 or more years.,106.54
EMP2791,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$68,400 ",17,21-Jun-21,7-May-74,4.91,4. 2 or more years.,52.06
EMP5992,FEMALE,1,Permanent,Alpha,Chocolatiers,"$73,675 ",17,2-Feb-22,21-May-81,4.29,4. 2 or more years.,45.02
EMP10290,FEMALE,1,Permanent,Gamma,Powders,"$93,595 ",17,16-May-22,18-Apr-91,4.01,4. 2 or more years.,35.1
EMP11825,FEMALE,1,Permanent,Beta,Onboarding,"$74,400 ",15,26-May-22,6-Dec-72,3.98,4. 2 or more years.,53.48
EMP6620,FEMALE,0.8,Permanent,Eta,IT Support,"$60,990 ",13,3-Mar-22,27-Aug-62,4.21,4. 2 or more years.,63.76
EMP6132,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$79,105 ",17,28-Feb-22,11-Oct-87,4.22,4. 2 or more years.,38.62
EMP16242,FEMALE,1,Permanent,Alpha,Recipe Makers,"$81,315 ",17,4-Jul-22,11-Oct-90,3.87,4. 2 or more years.,35.62
EMP19352,MALE  ,1,Fixed Term,Alpha,Chocolatiers,"$49,200 ",9,25-Jul-22,7-May-90,3.81,4. 2 or more years.,36.05
EMP8962,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$75,170 ",23,25-Apr-22,19-Jul-90,4.06,4. 2 or more years.,35.85
EMP2218,FEMALE,1,Permanent,Alpha,Plantation,"$106,760 ",14,10-May-21,6-Apr-67,5.02,4. 2 or more years.,59.15
EMP26616,MALE  ,1,Other,Gamma,Powders,"$107,880 ",12,28-Jul-22,26-Nov-19,3.81,4. 2 or more years.,106.55
EMP23871,MALE  ,1,Other,Beta,Legal,"$62,905 ",9,6-Apr-22,17-Nov-19,4.12,4. 2 or more years.,106.57
EMP7493,FEMALE,0,Other,Alpha,Plantation,"$81,600 ",22,24-Mar-22,3-Jan-82,4.15,4. 2 or more years.,44.4
EMP13838,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$80,225 ",5,16-Jun-22,2-Aug-91,3.92,4. 2 or more years.,34.81
EMP9431,FEMALE,1,Permanent,Gamma,Powders,"$102,595 ",21,2-May-22,4-Nov-70,4.04,4. 2 or more years.,55.57
EMP7841,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$81,130 ",11,4-Apr-22,8-May-69,4.12,4. 2 or more years.,57.06
EMP21252,FEMALE,0.8,Permanent,Gamma,Cake Design,"$48,230 ",16,30-Aug-21,27-Feb-53,4.72,4. 2 or more years.,73.27
EMP6565,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$77,645 ",21,1-Mar-22,10-Dec-86,4.21,4. 2 or more years.,39.46
EMP26852,MALE  ,1,Fixed Term,Gamma,Powders,"$98,495 ",20,17-May-22,1-Feb-60,4,4. 2 or more years.,66.33
EMP22817,FEMALE,1,Permanent,Gamma,Web Design,"$48,230 ",5,20-Aug-21,11-Nov-83,4.74,4. 2 or more years.,42.54
EMP13552,MALE  ,1,Permanent,Gamma,Web Design,"$110,125 ",20,13-Jun-22,9-Dec-82,3.93,4. 2 or more years.,43.47
EMP9897,FEMALE,0.73,Permanent,Delta,South American Support Group,"$57,710 ",15,6-May-22,16-Sep-77,4.03,4. 2 or more years.,48.7
EMP20994,FEMALE,0.8,Permanent,Gamma,Cake Design,"$79,900 ",18,22-Mar-21,31-Aug-80,5.16,4. 2 or more years.,45.74
EMP11833,FEMALE,1,Fixed Term,Gamma,Powders,"$64,910 ",11,26-May-22,29-Feb-64,3.98,4. 2 or more years.,62.25
EMP22672,MALE  ,1,Permanent,Delta,Plantation,"$64,980 ",24,2-Aug-21,30-Dec-66,4.79,4. 2 or more years.,59.42
EMP13322,MALE  ,1,Permanent,Zeta,Service Quality Assurance,"$80,235 ",20,14-Jun-22,11-Jun-91,3.93,4. 2 or more years.,34.96
EMP11261,MALE  ,1,Permanent,Epsilon,Buyer Support,"$48,230 ",7,19-May-22,5-Aug-69,4,4. 2 or more years.,56.82
EMP19541,MALE  ,1,Permanent,Beta,Legal,"$98,040 ",21,27-Jul-22,16-Jan-96,3.81,4. 2 or more years.,30.35
EMP920,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$112,055 ",8,14-Dec-20,24-Jun-74,5.42,4. 2 or more years.,51.93
EMP2618,FEMALE,1,Permanent,Alpha,Plantation,"$60,135 ",23,7-Jun-21,31-Jan-75,4.95,4. 2 or more years.,51.33
EMP19499,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$83,025 ",20,25-Jul-22,29-Sep-70,3.81,4. 2 or more years.,55.67
EMP8461,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$48,230 ",9,15-Apr-22,18-Aug-85,4.09,4. 2 or more years.,40.77
EMP25168,MALE  ,1,Other,Epsilon,Controlling,"$72,160 ",20,1-Jul-22,27-Nov-19,3.88,4. 2 or more years.,106.54
EMP13474,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$88,570 ",10,7-Jun-22,14-Dec-19,3.95,4. 2 or more years.,106.5
EMP983,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$74,235 ",9,18-Jan-21,29-Dec-73,5.33,4. 2 or more years.,52.42
EMP1746,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$54,345 ",13,9-Aug-21,25-Aug-70,4.77,4. 2 or more years.,55.76
EMP17764,FEMALE,1,Permanent,Beta,Human Resources,"$74,055 ",12,18-Jul-22,31-Jul-71,3.83,4. 2 or more years.,54.83
EMP1309,FEMALE,1,Permanent,Alpha,Chocolatiers,"$48,230 ",17,20-Sep-21,1-Aug-76,4.66,4. 2 or more years.,49.82
EMP1326,FEMALE,1,Permanent,Epsilon,Financial Strategy,"$60,720 ",11,22-Mar-21,21-Sep-63,5.16,4. 2 or more years.,62.7
EMP3790,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$92,570 ",24,26-May-21,15-Jun-53,4.98,4. 2 or more years.,72.97
EMP23464,FEMALE,1,Permanent,Gamma,Web Design,"$91,425 ",10,24-Jan-22,15-Jun-81,4.31,4. 2 or more years.,44.95
EMP5424,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$73,310 ",16,15-Jun-22,2-Feb-75,3.92,4. 2 or more years.,51.32
EMP7124,FEMALE,1,Permanent,Zeta,Accounting,"$55,695 ",15,14-Mar-22,15-Oct-89,4.18,4. 2 or more years.,36.61
EMP1676,FEMALE,0.8,Permanent,Delta,Fruits & Vegetables,"$77,285 ",3,1-Feb-21,6-Apr-72,5.29,4. 2 or more years.,54.15
EMP12820,MALE  ,1,Permanent,Zeta,Service Quality Assurance,"$96,935 ",10,7-Jun-22,29-Apr-66,3.95,4. 2 or more years.,60.09
EMP15880,MALE  ,1,Permanent,Beta,Human Resources,"$83,010 ",17,30-Jun-22,17-Sep-82,3.88,4. 2 or more years.,43.69
EMP26859,MALE  ,0.86,Permanent,Gamma,Chocolatiers,"$74,535 ",9,31-Mar-21,28-Sep-69,5.13,4. 2 or more years.,56.67
EMP4274,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$59,225 ",12,11-Oct-21,25-Oct-81,4.6,4. 2 or more years.,44.59
EMP974,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$60,870 ",9,21-Jan-21,1-Apr-74,5.32,4. 2 or more years.,52.16
EMP21459,FEMALE,1,Permanent,Gamma,Cake Design,"$48,230 ",8,13-Dec-21,28-Aug-81,4.43,4. 2 or more years.,44.75
EMP5356,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$94,750 ",13,27-Dec-21,2-Jul-57,4.39,4. 2 or more years.,68.92
EMP5174,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$48,230 ",20,13-Dec-21,27-Aug-80,4.43,4. 2 or more years.,45.75
EMP4591,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$73,575 ",7,15-Nov-21,###############################################################################################################################################################################################################################################################,4.5,4. 2 or more years.,126.58
EMP16280,FEMALE,1,Permanent,Delta,Plantation,"$73,040 ",3,28-Jun-22,18-Nov-19,3.89,4. 2 or more years.,106.57
EMP18196,FEMALE,1,Permanent,Beta,Employee Relations,"$72,315 ",20,19-Jul-22,13-Mar-75,3.83,4. 2 or more years.,51.21
EMP22249,FEMALE,1,Permanent,Gamma,Web Design,"$81,655 ",8,29-Mar-21,16-Aug-82,5.14,4. 2 or more years.,43.78
EMP12382,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$52,130 ",5,6-Jun-22,30-Jul-90,3.95,4. 2 or more years.,35.82
EMP20369,MALE  ,1,Permanent,Delta,Plantation,"$65,315 ",8,1-Aug-22,12-Nov-90,3.79,4. 2 or more years.,35.53
EMP16561,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$80,425 ",13,6-Jul-22,27-Nov-19,3.87,4. 2 or more years.,106.54
EMP2417,FEMALE,0.63,Permanent,Gamma,Powders,"$118,640 ",3,27-May-21,31-Oct-80,4.98,4. 2 or more years.,45.57
EMP10768,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$74,480 ",17,16-May-22,1-Dec-88,4.01,4. 2 or more years.,37.48
EMP2554,MALE  ,1,Permanent,Beta,Training and Empowerment,"$79,300 ",8,2-Jun-21,6-Jan-63,4.96,4. 2 or more years.,63.4
EMP1134,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$97,195 ",10,22-Feb-21,11-Jun-68,5.23,4. 2 or more years.,57.97
EMP4270,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$87,745 ",9,6-Oct-21,###############################################################################################################################################################################################################################################################,4.61,4. 2 or more years.,126.63
EMP21307,FEMALE,1,Permanent,Gamma,Cake Design,"$78,325 ",14,13-Sep-21,10-Feb-68,4.68,4. 2 or more years.,58.3
EMP21597,FEMALE,1,Permanent,Delta,Fruits & Vegetables,"$68,345 ",9,14-Feb-22,7-Jun-83,4.25,4. 2 or more years.,42.97
EMP7296,FEMALE,1,Permanent,Delta,Fruits & Vegetables,"$98,790 ",11,21-Mar-22,17-Feb-69,4.16,4. 2 or more years.,57.28
EMP3332,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$69,135 ",19,9-Aug-21,5-Mar-50,4.77,4. 2 or more years.,76.25
EMP3447,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$72,810 ",15,25-Nov-21,7-Jul-79,4.48,4. 2 or more years.,46.89
EMP9663,FEMALE,1,Permanent,Gamma,Powders,"$68,670 ",6,6-May-22,9-Oct-78,4.03,4. 2 or more years.,47.64
EMP1278,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$81,935 ",9,15-Mar-21,7-Oct-77,5.18,4. 2 or more years.,48.64
EMP25936,FEMALE,1,Other,Beta,Legal,"$64,900 ",3,15-Jul-22,14-Dec-19,3.84,4. 2 or more years.,106.5
EMP10163,MALE  ,1,Other,Epsilon,Controlling,"$60,050 ",14,12-May-22,15-Dec-19,4.02,4. 2 or more years.,106.49
EMP12230,MALE  ,1,Permanent,Alpha,Chocolatiers,"$82,325 ",12,2-Jun-22,21-Sep-92,3.96,4. 2 or more years.,33.67
EMP8152,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$89,990 ",9,11-Apr-22,22-Nov-88,4.1,4. 2 or more years.,37.51
EMP8620,MALE  ,1,Permanent,Zeta,Accounts Payable,"$85,230 ",8,20-Apr-22,13-Aug-78,4.08,4. 2 or more years.,47.79
EMP18611,FEMALE,1,Permanent,Zeta,Accounting,"$64,415 ",3,20-Jul-22,19-Dec-89,3.83,4. 2 or more years.,36.43
EMP25083,FEMALE,1,Other,Gamma,Web Design,"$81,050 ",15,29-Jun-22,6-Dec-19,3.88,4. 2 or more years.,106.52
EMP2050,MALE  ,1,Permanent,Alpha,Chocolatiers,"$81,520 ",8,26-Apr-21,6-Nov-68,5.06,4. 2 or more years.,57.56
EMP9826,FEMALE,1,Permanent,Gamma,Chocolatiers,"$101,630 ",20,9-May-22,29-Aug-78,4.02,4. 2 or more years.,47.75
EMP19310,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$64,605 ",22,25-Jul-22,22-Mar-96,3.81,4. 2 or more years.,30.17
EMP14718,FEMALE,1,Permanent,Gamma,App Design,"$48,230 ",14,22-Jun-22,13-Feb-68,3.9,4. 2 or more years.,58.3
EMP4156,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$69,725 ",6,14-Mar-22,29-Jun-83,4.18,4. 2 or more years.,42.91
EMP4885,FEMALE,1,Permanent,Alpha,Recipe Makers,"$75,800 ",4,6-Dec-21,22-Aug-89,4.45,4. 2 or more years.,36.76
EMP20603,FEMALE,1,Fixed Term,Alpha,Cocoa Sales,"$70,035 ",11,1-Aug-22,1-Aug-82,3.79,4. 2 or more years.,43.82
EMP21977,MALE  ,1,Permanent,Beta,Human Resources,"$76,090 ",18,10-Aug-20,31-Dec-68,5.77,4. 2 or more years.,57.41
EMP11863,MALE  ,1,Permanent,Beta,Stragegic Performance,"$91,470 ",13,27-May-22,27-Feb-75,3.98,4. 2 or more years.,51.25
EMP17904,FEMALE,1,Permanent,Gamma,Web Design,"$81,060 ",6,18-Jul-22,24-Sep-81,3.83,4. 2 or more years.,44.67
EMP13627,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$79,120 ",26,14-Jun-22,27-May-73,3.93,4. 2 or more years.,53.01
EMP9376,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$77,970 ",13,3-May-22,13-Nov-87,4.04,4. 2 or more years.,38.53
EMP331,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$93,470 ",14,16-Jun-20,22-Nov-70,5.92,4. 2 or more years.,55.52
EMP20503,FEMALE,1,Permanent,Gamma,Powders,"$65,170 ",6,1-Aug-22,9-Feb-90,3.79,4. 2 or more years.,36.29
EMP11970,MALE  ,1,Permanent,Beta,Legal,"$66,605 ",8,30-May-22,19-Aug-62,3.97,4. 2 or more years.,63.79
EMP8866,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$64,360 ",10,25-Apr-22,30-Dec-19,4.06,4. 2 or more years.,106.45
EMP21069,FEMALE,1,Permanent,Gamma,Powders,"$97,395 ",13,21-Jun-21,8-Aug-73,4.91,4. 2 or more years.,52.81
EMP1842,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$48,230 ",8,7-Apr-21,25-Dec-74,5.11,4. 2 or more years.,51.43
EMP11652,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$57,340 ",19,4-Apr-22,28-Dec-19,4.12,4. 2 or more years.,106.46
EMP18794,FEMALE,1,Fixed Term,Gamma,Powders,"$86,035 ",19,21-Jul-22,27-Sep-95,3.82,4. 2 or more years.,30.66
EMP5538,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$73,415 ",9,4-Jan-22,14-Dec-79,4.37,4. 2 or more years.,46.45
EMP20888,FEMALE,1,Permanent,Gamma,Cake Design,"$102,030 ",12,30-Dec-19,4-May-56,6.38,4. 2 or more years.,70.08
EMP4897,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$83,485 ",9,6-Dec-21,20-Dec-83,4.45,4. 2 or more years.,42.44
EMP462,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$65,350 ",20,16-Sep-20,17-Jun-63,5.67,4. 2 or more years.,62.96
EMP18928,FEMALE,1,Permanent,Beta,Stragegic Performance,"$65,095 ",10,25-Jul-22,11-Nov-19,3.81,4. 2 or more years.,106.59
EMP25857,FEMALE,1,Other,Alpha,Cocoa Sales,"$57,805 ",5,12-Jul-22,15-Dec-19,3.85,4. 2 or more years.,106.49
EMP18751,MALE  ,1,Permanent,Beta,Onboarding,"$66,545 ",21,21-Jul-22,19-Aug-71,3.82,4. 2 or more years.,54.78
EMP1040,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$65,040 ",7,15-Feb-21,27-Apr-58,5.25,4. 2 or more years.,68.1
EMP705,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$56,995 ",16,7-Sep-21,23-Dec-64,4.69,4. 2 or more years.,61.44
EMP13260,MALE  ,1,Permanent,Epsilon,Financial Strategy,"$91,730 ",17,13-Jun-22,10-Feb-74,3.93,4. 2 or more years.,52.3
EMP4822,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$54,895 ",19,6-Dec-21,21-Oct-78,4.45,4. 2 or more years.,47.6
EMP11061,MALE  ,1,Permanent,Beta,Training and Empowerment,"$79,430 ",15,20-May-22,21-Jun-77,3.99,4. 2 or more years.,48.94
EMP20292,MALE  ,1,Permanent,Delta,Plantation,"$73,535 ",20,28-Jul-22,10-Aug-85,3.81,4. 2 or more years.,40.79
EMP11100,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$48,230 ",18,20-May-22,22-Jul-89,3.99,4. 2 or more years.,36.84
EMP16309,MALE  ,1,Permanent,Alpha,Plantation,"$63,405 ",13,4-Jul-22,3-Feb-68,3.87,4. 2 or more years.,58.32
EMP25207,FEMALE,1,Other,Gamma,Web Design,"$65,965 ",4,4-Jul-22,11-Nov-19,3.87,4. 2 or more years.,106.59
EMP17458,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$68,670 ",17,13-Jul-22,1-Aug-96,3.85,4. 2 or more years.,29.81
EMP21673,MALE  ,1,Permanent,Zeta,Service Quality Assurance,"$84,925 ",10,29-May-19,21-Sep-61,6.97,4. 2 or more years.,64.7
EMP20620,MALE  ,1,Permanent,Gamma,Chocolatiers,"$49,680 ",23,1-Aug-22,6-Aug-87,3.79,4. 2 or more years.,38.81
EMP15846,MALE  ,1,Fixed Term,Gamma,Powders,"$70,490 ",21,30-Jun-22,13-Jul-61,3.88,4. 2 or more years.,64.89
EMP11127,FEMALE,1,Permanent,Beta,Training and Empowerment,"$91,410 ",11,20-May-22,27-Jan-77,3.99,4. 2 or more years.,49.33
EMP21650,MALE  ,1,Permanent,Zeta,Service Quality Assurance,"$64,900 ",6,23-Aug-18,25-Apr-55,7.74,4. 2 or more years.,71.11
EMP1333,FEMALE,1,Permanent,Beta,Human Resources,"$78,230 ",10,7-Jun-19,31-Aug-59,6.95,4. 2 or more years.,66.76
EMP5456,MALE  ,1,Permanent,Epsilon,Planning,"$52,900 ",19,31-Dec-21,12-Jun-72,4.38,4. 2 or more years.,53.96
EMP11942,FEMALE,1,Permanent,Gamma,Web Design,"$71,340 ",13,30-May-22,18-Aug-88,3.97,4. 2 or more years.,37.77
EMP8425,MALE  ,1,Permanent,Alpha,Chocolatiers,"$71,965 ",19,15-Apr-22,13-Jul-71,4.09,4. 2 or more years.,54.88
EMP21737,MALE  ,1,Permanent,Gamma,Chocolatiers,"$73,545 ",23,10-Oct-19,7-Nov-62,6.61,4. 2 or more years.,63.57
EMP1032,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$60,945 ",19,3-Feb-21,7-May-69,5.28,4. 2 or more years.,57.07
EMP8549,FEMALE,1,Permanent,Zeta,Accounts Payable,"$57,415 ",13,18-Apr-22,26-Oct-86,4.08,4. 2 or more years.,39.58
EMP6742,FEMALE,1,Permanent,Gamma,Cake Design,"$80,990 ",8,9-Mar-22,15-May-87,4.19,4. 2 or more years.,39.03
EMP7031,FEMALE,1,Permanent,Gamma,Web Design,"$58,855 ",9,14-Mar-22,19-Sep-89,4.18,4. 2 or more years.,36.68
EMP8924,MALE  ,1,Permanent,Alpha,Plantation,"$70,990 ",11,26-Apr-22,25-Aug-76,4.06,4. 2 or more years.,49.76
EMP18443,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$65,320 ",8,20-Jul-22,17-Jul-77,3.83,4. 2 or more years.,48.87
EMP26018,FEMALE,1,Other,Gamma,Web Design,"$72,175 ",5,18-Jul-22,6-Dec-19,3.83,4. 2 or more years.,106.52
EMP4779,FEMALE,1,Permanent,Alpha,Chocolatiers,"$92,255 ",4,1-Dec-21,15-Sep-84,4.46,4. 2 or more years.,41.7
EMP6240,FEMALE,1,Permanent,Beta,Training and Empowerment,"$63,835 ",5,6-Jun-22,24-Aug-56,3.95,4. 2 or more years.,69.78
EMP19382,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$58,430 ",12,25-Jul-22,18-Apr-64,3.81,4. 2 or more years.,62.12
EMP15161,FEMALE,1,Permanent,Gamma,Powders,"$61,850 ",8,27-Jun-22,2-Feb-88,3.89,4. 2 or more years.,38.31
EMP6299,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$68,680 ",23,24-Feb-22,27-May-90,4.23,4. 2 or more years.,36
EMP26071,MALE  ,1,Other,Beta,Legal,"$90,585 ",23,19-Jul-22,27-Nov-19,3.83,4. 2 or more years.,106.54
EMP23080,FEMALE,1,Permanent,Gamma,Web Design,"$94,920 ",15,5-Nov-21,18-Nov-80,4.53,4. 2 or more years.,45.52
EMP10051,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$68,210 ",7,11-May-22,19-May-71,4.02,4. 2 or more years.,55.03
EMP17597,FEMALE,1,Permanent,Delta,Fruits & Vegetables,"$90,210 ",21,13-Jul-22,25-Aug-73,3.85,4. 2 or more years.,52.76
EMP12282,FEMALE,1,Permanent,Alpha,Chocolatiers,"$74,430 ",13,2-Jun-22,6-Feb-81,3.96,4. 2 or more years.,45.3
EMP2309,FEMALE,1,Permanent,Alpha,Chocolatiers,"$81,655 ",16,20-May-21,11-Feb-72,4.99,4. 2 or more years.,54.3
EMP5266,MALE  ,1,Permanent,Beta,Legal,"$79,855 ",4,21-Dec-21,23-Jan-56,4.41,4. 2 or more years.,70.36
EMP12047,FEMALE,1,Permanent,Alpha,Chocolatiers,"$68,385 ",9,30-May-22,12-Jun-91,3.97,4. 2 or more years.,34.95
EMP19998,MALE  ,1,Fixed Term,Alpha,Plantation,"$48,230 ",19,28-Jul-22,30-Jul-53,3.81,4. 2 or more years.,72.85
EMP6175,FEMALE,1,Permanent,Gamma,Cake Design,"$86,240 ",16,21-Feb-22,27-Feb-66,4.24,4. 2 or more years.,60.26
EMP25574,FEMALE,1,Other,Gamma,Chocolatiers,"$61,255 ",9,8-Jul-22,12-Nov-19,3.86,4. 2 or more years.,106.58
EMP4560,MALE  ,1,Permanent,Alpha,Chocolatiers,"$80,525 ",13,11-Nov-21,10-Aug-68,4.52,4. 2 or more years.,57.81
EMP22761,MALE  ,1,Permanent,Gamma,Chocolatiers,"$78,140 ",11,12-Aug-21,31-Jul-55,4.76,4. 2 or more years.,70.84
EMP12231,MALE  ,1,Permanent,Alpha,Chocolatiers,"$77,550 ",17,2-Jun-22,10-Feb-84,3.96,4. 2 or more years.,42.29
EMP5722,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$48,230 ",9,26-Jan-22,24-Dec-85,4.31,4. 2 or more years.,40.42
EMP13397,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$82,975 ",13,6-Jun-22,14-Nov-19,3.95,4. 2 or more years.,106.58
EMP13602,FEMALE,1,Permanent,Gamma,Web Design,"$73,305 ",3,15-Jun-22,13-Sep-92,3.92,4. 2 or more years.,33.7
EMP2184,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$64,430 ",23,10-May-21,22-Mar-74,5.02,4. 2 or more years.,52.19
EMP17314,FEMALE,1,Permanent,Beta,Employee Relations,"$83,955 ",17,12-Jul-22,12-Jun-66,3.85,4. 2 or more years.,59.97
EMP24332,FEMALE,1,Other,Beta,Legal,"$52,160 ",11,7-Jun-22,6-Nov-19,3.95,4. 2 or more years.,106.6
EMP19723,MALE  ,1,Permanent,Beta,Stragegic Performance,"$64,335 ",12,28-Jul-22,29-Apr-70,3.81,4. 2 or more years.,56.09
EMP6040,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$59,945 ",23,14-Feb-22,28-Jan-82,4.25,4. 2 or more years.,44.33
EMP18451,FEMALE,1,Fixed Term,Alpha,Cocoa Sales,"$62,935 ",8,18-Jul-22,18-Jun-95,3.83,4. 2 or more years.,30.93
EMP20755,FEMALE,1,Permanent,Delta,Fruits & Vegetables,"$78,855 ",9,27-Dec-21,12-Mar-80,4.39,4. 2 or more years.,46.21
EMP9555,FEMALE,1,Permanent,Gamma,Powders,"$48,230 ",6,3-May-22,7-Mar-91,4.04,4. 2 or more years.,35.22
EMP7378,MALE  ,0,Other,Beta,Human Resources,"$67,190 ",13,21-Mar-22,13-Dec-56,4.16,4. 2 or more years.,69.47
EMP20867,FEMALE,1,Permanent,Gamma,Cake Design,"$70,365 ",7,22-May-20,24-Oct-67,5.99,4. 2 or more years.,58.6
EMP19368,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$94,845 ",14,25-Jul-22,28-Aug-64,3.81,4. 2 or more years.,61.76
EMP6882,FEMALE,1,Permanent,Alpha,Chocolatiers,"$78,595 ",7,10-Mar-22,20-Jan-70,4.19,4. 2 or more years.,56.36
EMP8969,FEMALE,1,Permanent,Alpha,Recipe Makers,"$88,675 ",18,26-Apr-22,5-Feb-89,4.06,4. 2 or more years.,37.3
EMP21506,MALE  ,1,Permanent,Gamma,Chocolatiers,"$48,230 ",4,29-Dec-21,18-Dec-86,4.38,4. 2 or more years.,39.44
EMP2095,MALE  ,1,Permanent,Alpha,Plantation,"$63,950 ",23,18-Apr-22,29-Jan-67,4.08,4. 2 or more years.,59.34
EMP2436,MALE  ,1,Permanent,Beta,Legal,"$104,410 ",9,28-May-21,18-Jun-80,4.97,4. 2 or more years.,45.94
